r y calc
1.48 0.856069377143 0.856069377143
1.49 0.857704191693 -0.857704191693
1.5 0.859130465426 -0.859130465426
1.51 0.860383863993 0.860383863993
1.52 0.861490844954 0.861490844954
1.53 0.862468314651 -0.68498427014
1.54 0.86333094908 -0.68384199979
1.55 0.864084077447 -0.682538111964
1.56 0.864729759006 -0.681065768759
1.57 0.865265639606 -0.679414561646
1.58 0.86616652004 -0.677583931998
1.59 0.866451738051 -0.675531232326
1.6 0.866598956971 -0.673243688027
1.61 0.86659161076 -0.670693974001
1.62 0.866409255495 -0.667850184319
1.63 0.866027820349 -0.664674549924
1.64 0.865418790536 -0.661122730197
1.65 0.864551759291 -0.657518833043
1.66 0.863381217424 -0.653041187695
1.67 0.861863884445 -0.648003178679
1.68 0.859944780704 -0.642318756704
1.69 0.857558236342 -0.635884256445
1.7 0.854624833677 -0.628573251829
1.71 0.851047529196 -0.620229653128
1.72 0.846705905839 -0.610657750755
1.73 0.841448109563 -0.599607676241
1.74 0.835078901503 -0.586754712378
1.75 0.827341873902 -0.571666477521
1.76 0.817891801672 -0.553752486911
1.77 0.806252602636 -0.532185642199
1.8 0.749794312983 -0.430609712133
1.81 0.719634455966 -0.376543157289
1.82 0.682439291361 -0.309448082427
1.83 0.64168772559 -0.235395314657
1.84 0.603406505017 -0.165667872085
1.85 0.570689238581 -0.106443947748
1.86 0.543361989297 -0.05771744544
1.87 0.520296160396 -0.017538821725
1.88 0.500437745801 0.015987705283
1.89 0.482983054043 0.044323015899
1.9 0.467346222267 0.068541665971
1.91 0.453095157767 0.089431866339
1.92 0.439908794614 0.107581054954
1.93 0.42754420822 0.123435179063
1.94 0.415814333908 0.137337602014
1.95 0.404574230164 0.149558519516
1.957 0.396935862524 0.157229811646
1.96 0.393710554001 0.160313346989
1.97 0.383133960444 0.169775947773
1.98 0.372774305701 0.178088702511
1.99 0.362576727053 0.185369523365
2.0 0.352498850462 0.191717278778
2.01 0.342508461063 0.197215669301
2.02 0.332581768097 0.201936153167
2.03 0.322702018757 0.205940403065
2.04 0.312862576207 0.209339186509
2.05 0.303048587795 0.212068154061
2.06 0.293262782679 0.214224680205
2.07 0.283503691635 0.215845854838
2.08 0.273776264942 0.216967319081
2.09 0.264082938165 0.217619462698
2.1 0.254430770349 0.217831919659
2.11 0.244824553863 0.217631707917
2.112 0.24290940319 0.217544439399
2.12 0.235270952684 0.217044517739
2.13 0.22577601158 0.216095050011
2.14 0.21630333449 0.214778581801
2.15 0.206939651611 0.213173881408
2.16 0.197649682994 0.211276657255
2.17 0.188437358532 0.209110024855
2.18 0.179307163162 0.206696025493
2.19 0.170262518578 0.204058223619
2.2 0.161315022816 0.201234755637
2.21 0.152451709816 0.198220634719
2.22 0.143686291199 0.195053810603
2.23 0.135023604778 0.191759076377
2.24 0.126469134204 0.188360467515
2.25 0.118029159889 0.184881714227
2.26 0.109709186616 0.181347100294
2.27 0.101516111595 0.177779149782
2.28 0.093456473428 0.174199758063
2.29 0.085536706543 0.17062959036
2.3 0.077762809859 0.167087947838
2.32 0.06267382852 0.160159492874
2.34 0.048224622612 0.153535403724
2.36 0.034435524057 0.147308819147
2.38 -0.021311715896 0.141546325708
2.4 -0.008844454336 0.136291060886
2.42 0.002986060907 0.131567493604
2.44 0.014206454725 0.127386906068
2.46 0.024846033768 0.123753327048
2.48 0.028694326495 0.116936706991
2.5 0.038854465493 0.114657787377
2.52 0.048488959051 0.113113515973
2.54 0.057500855271 0.112150716654
2.56 0.065932417257 0.111739647393
2.58 0.073819240885 0.111851670727
2.6 0.081192333035 0.112458918609
2.62 0.088079152649 0.113531266471
2.64 0.09450339295 0.115035755371
2.66 0.100486181884 0.116936428559
2.68 0.106045556756 0.119192548208
2.7 0.111196514522 0.121760353436
2.72 0.11595246711 0.12459032949
2.74 0.120326376617 0.127629225644
2.76 0.124331669559 0.130818564991
2.78 0.127981914605 0.134097316322
2.8 0.131290514464 0.137402732866
2.82 0.14067291383 0.14067291383
2.84 0.143849228941 0.143849228941
2.86 0.146877097834 0.146877097834
2.88 0.149708595339 0.149708595339
2.9 0.143139513884 0.143139513884
2.92 0.144646848291 0.144646848291
2.94 0.145889594086 0.145889594086
2.96 0.146827152619 -0.146827152619
2.98 0.147572630834 0.147572630834
3.0 0.148083950309 -0.148083950309
3.02 0.148387844171 -0.148387844171
3.04 0.148421456047 -0.148421456047
3.06 0.148297107331 -0.148297107331
3.08 0.14798363117 0.14798363117
3.1 0.147492581518 0.147492581518
3.12 0.146835271411 -0.146835271411
3.14 0.14602317014 0.14602317014
3.16 0.145066960534 -0.145066960534
3.18 0.14397715727 0.14397715727
3.2 0.14276384476 0.14276384476
3.22 0.141466060381 -0.141466060381
3.24 0.140033148718 -0.140033148718
3.26 0.138504269529 0.138504269529
3.28 0.136887655297 -0.136887655297
3.3 0.135191141108 -0.135191141108
3.35 0.130579323793 -0.130579323793
3.4 0.125690506118 -0.125690506118
3.45 0.12054507674 -0.12054507674
3.5 0.115223279385 0.115223279385
