r y calc
1.12 1.184639413558 -1.184639413558
1.125 1.180886386427 -1.180886386427
1.13 1.176405777823 -1.176405777823
1.135 1.171132567926 -1.171132567926
1.14 1.164856284686 -1.164856284686
1.145 1.157375341383 -1.157375341383
1.15 1.148449718155 -1.148449718155
1.155 1.137818676436 -1.137818676436
1.16 1.125210817558 -1.125210817558
1.165 1.110359732414 -1.110359732414
1.17 1.093070360362 -1.093070360362
1.175 1.073010518041 -1.073010518041
1.18 1.050246240275 -1.050246240275
1.185 1.024959386782 -1.024959386782
1.19 0.997267180661 -0.997267180661
1.195 0.967540911093 -0.967540911093
1.2 0.936576797014 -0.936576797014
1.205 0.904974775627 -0.904974775627
1.21 0.873313745211 -0.873313745211
1.215 0.842248314517 -0.842248314517
1.22 0.812224648611 -0.812224648611
1.225 0.783542712931 -0.783542712931
1.23 0.74124647004 -0.74124647004
1.235 0.710959327685 -0.710959327685
1.24 0.787283968538 -0.787283968538
1.245 0.750416014185 -0.750416014185
1.25 0.711528350943 -0.711528350943
1.255 0.674652070872 -0.674652070872
1.26 0.642286246868 -0.642286246868
1.265 0.616074839435 -0.616074839435
1.27 0.596265542603 -0.596265542603
1.275 0.582438477769 -0.582438477769
1.28 0.573792552104 -0.573792552104
1.285 0.569423469907 -0.569423469907
1.29 0.568466285852 -0.568466285852
1.295 0.570154216108 -0.570154216108
1.3 0.573832299961 -0.573832299961
1.31 0.58507205731 -0.58507205731
1.32 0.59890819213 -0.59890819213
1.33 0.613371292823 -0.613371292823
1.34 0.626970701591 -0.626970701591
1.35 0.639156092907 -0.639156092907
1.36 0.649667515903 -0.649667515903
1.37 0.658489784923 -0.658489784923
1.38 0.665920883957 -0.665920883957
1.39 0.671801319103 -0.671801319103
1.4 0.676436118911 -0.676436118911
1.41 0.680047939529 -0.680047939529
1.42 0.682806041301 -0.682806041301
1.43 0.68485747437 -0.68485747437
1.44 0.686326123737 -0.686326123737
1.45 0.68731452969 -0.68731452969
1.46 0.687905785726 -0.687905785726
1.47 0.688166534778 -0.688166534778
1.48 0.688149185444 -0.688149185444
1.49 0.687894144757 -0.687894144757
1.5 0.687431888221 -0.687431888221
1.51 0.686783904717 -0.686783904717
1.52 0.685964642933 -0.685964642933
1.53 0.68498427014 0.862468314651
1.54 0.68384199979 -0.86333094908
1.55 0.682538111964 0.864084077447
1.56 0.681065768759 0.864729759006
1.57 0.679414561646 -0.865265639606
1.58 0.677583931998 -0.86616652004
1.59 0.675531232326 -0.866451738051
1.6 0.673243688027 -0.866598956971
1.61 0.670693974001 -0.86659161076
1.62 0.667850184319 -0.866409255495
1.63 0.664674549924 -0.866027820349
1.64 0.661122730197 -0.865418790536
1.65 0.657518833043 -0.864551759291
1.66 0.653041187695 -0.863381217424
1.67 0.648003178679 0.861863884445
1.68 0.642318756704 0.859944780704
1.69 0.635884256445 0.857558236342
1.7 0.628573251829 -0.854624833677
1.71 0.620229653128 0.851047529196
1.72 0.610657750755 0.846705905839
1.73 0.599607676241 0.841448109563
1.74 0.586754712378 -0.835078901503
