r y calc
1.75 0.571666477521 0.827341873902
1.76 0.553752486911 0.817891801672
1.77 0.532185642199 -0.806252602636
1.8 0.430609712133 -0.749794312983
1.81 0.376543157289 0.719634455966
1.82 0.309448082427 0.682439291361
1.83 0.235395314657 0.64168772559
1.84 0.165667872085 -0.603406505017
1.85 0.106443947748 -0.570689238581
1.86 0.05771744544 0.543361989297
1.87 0.017538821725 0.520296160396
1.88 0.015987705283 -0.500437745801
1.89 -0.044323015899 0.482983054043
1.9 -0.068541665971 -0.467346222267
1.91 -0.089431866339 -0.453095157767
1.92 -0.107581054954 0.439908794614
1.93 -0.123435179063 -0.42754420822
1.94 -0.137337602014 -0.415814333908
1.95 -0.149558519516 -0.404574230164
1.957 -0.157229811646 -0.396935862524
1.96 -0.160313346989 0.393710554001
1.97 -0.169775947773 -0.383133960444
1.98 -0.178088702511 0.372774305701
1.99 -0.185369523365 0.362576727053
2.0 -0.191717278778 -0.352498850462
2.01 -0.197215669301 -0.342508461063
2.02 -0.201936153167 0.332581768097
2.03 -0.205940403065 0.322702018757
2.04 -0.209339186509 0.312862576207
2.05 -0.212068154061 0.303048587795
2.06 -0.214224680205 0.293262782679
2.07 -0.215845854838 -0.283503691635
2.08 -0.216967319081 -0.273776264942
2.09 -0.217619462698 -0.264082938165
2.1 -0.217831919659 0.254430770349
2.11 -0.217631707917 0.244824553863
2.112 -0.217544439399 0.24290940319
2.12 -0.217044517739 0.235270952684
2.13 -0.216095050011 -0.22577601158
2.14 -0.214778581801 0.21630333449
2.15 -0.213173881408 0.206939651611
2.16 -0.211276657255 0.197649682994
2.17 -0.209110024855 0.188437358532
2.18 -0.206696025493 -0.179307163162
2.19 -0.204058223619 0.170262518578
2.2 -0.201234755637 0.161315022816
2.21 -0.198220634719 0.152451709816
2.22 -0.195053810603 0.143686291199
2.23 -0.191759076377 0.135023604778
2.24 -0.188360467515 0.126469134204
2.25 -0.184881714227 0.118029159889
2.26 -0.181347100294 -0.109709186616
2.27 -0.177779149782 -0.101516111595
2.28 -0.174199758063 0.093456473428
2.29 -0.17062959036 -0.085536706543
2.3 -0.167087947838 -0.077762809859
2.32 -0.160159492874 0.06267382852
2.34 -0.153535403724 0.048224622612
2.36 -0.147308819147 0.034435524057
2.38 -0.141546325708 -0.021311715896
2.4 -0.136291060886 -0.008844454336
2.42 -0.131567493604 0.002986060907
2.44 -0.127386906068 0.014206454725
2.46 -0.123753327048 0.024846033768
2.48 -0.116936706991 -0.028694326495
2.5 -0.114657787377 0.038854465493
2.52 -0.113113515973 0.048488959051
2.54 -0.112150716654 0.057500855271
2.56 -0.111739647393 -0.065932417257
2.58 -0.111851670727 -0.073819240885
2.6 -0.112458918609 -0.081192333035
2.62 -0.113531266471 -0.088079152649
2.64 -0.115035755371 -0.09450339295
2.66 -0.116936428559 -0.100486181884
2.68 -0.119192548208 0.106045556756
2.7 -0.121760353436 0.111196514522
2.72 -0.12459032949 -0.11595246711
2.74 -0.127629225644 0.120326376617
2.76 -0.130818564991 -0.124331669559
2.78 -0.134097316322 -0.127981914605
2.8 -0.137402732866 -0.131290514464
2.82 -0.134270539361 -0.134270539361
2.84 -0.136934339674 -0.136934339674
2.86 -0.139293466698 0.139293466698
2.88 -0.141358805361 -0.141358805361
2.9 -0.152304502624 0.152304502624
2.92 -0.154631630638 0.154631630638
2.94 -0.156667465745 0.156667465745
2.96 -0.158397429422 0.158397429422
2.98 -0.159760146032 -0.159760146032
3.0 -0.160862086774 -0.160862086774
3.02 -0.161667204751 -0.161667204751
3.04 -0.162120308739 -0.162120308739
3.06 -0.162322674181 -0.162322674181
3.08 -0.162252285417 -0.162252285417
3.1 -0.161926168302 -0.161926168302
3.12 -0.161362356412 -0.161362356412
3.14 -0.160579098052 -0.160579098052
3.16 -0.159594530849 -0.159594530849
3.18 -0.158426516549 -0.158426516549
3.2 -0.157092137139 -0.157092137139
3.22 -0.15563664319 -0.15563664319
3.24 -0.154016305079 -0.154016305079
3.26 -0.15227546427 -0.15227546427
3.28 -0.150427426818 -0.150427426818
3.3 -0.148484614096 -0.148484614096
3.35 -0.143222167853 -0.143222167853
3.4 -0.137660166027 -0.137660166027
3.45 -0.131860676937 -0.131860676937
3.5 -0.125929129777 -0.125929129777
