r y calc
1.48 -0.588192109478 -0.588192109478
1.49 -0.587681491612 0.587681491612
1.5 -0.587046859616 0.587046859616
1.51 -0.586292790472 -0.586292790472
1.52 -0.585423716541 -0.585423716541
1.53 -0.584444969918 -0.399862916057
1.54 -0.583359755049 -0.403950193237
1.55 -0.582172778749 -0.407805806712
1.56 -0.580887875802 -0.411445553629
1.57 -0.579509096378 -0.414883704653
1.58 -0.578002786201 -0.418173267751
1.59 -0.576445722415 -0.421245374356
1.6 -0.574805913662 -0.424151160029
1.61 -0.573086809309 -0.426900423701
1.62 -0.571292026494 -0.429502440931
1.63 -0.569424878598 -0.431965711272
1.64 -0.567488746479 -0.434298166255
1.65 -0.565487441761 -0.436471233886
1.66 -0.56342358227 -0.438566601442
1.67 -0.561301164184 -0.440553317271
1.68 -0.559123968988 -0.442438363395
1.69 -0.556896075122 -0.444228750513
1.7 -0.55462209564 -0.445931493123
1.71 -0.552307296536 -0.447553818099
1.72 -0.549957947264 -0.449103249669
1.73 -0.547581887008 -0.450587658655
1.74 -0.545188956741 -0.452015466027
1.75 -0.542792294367 -0.453395484814
1.76 -0.540409887945 -0.454736784347
1.77 -0.538067315913 -0.456047713138
1.8 -0.531780602491 -0.459781283396
1.81 -0.530213583224 -0.460833146565
1.82 -0.529087232015 -0.461522641837
1.83 -0.528288892278 -0.461581145366
1.84 -0.527481488684 -0.460953125543
1.85 -0.526418809842 -0.459823373358
1.86 -0.525047060322 -0.458385104733
1.87 -0.52339415021 -0.456755464178
1.88 -0.521502265281 -0.454996128891
1.89 -0.519408192679 -0.453138851481
1.9 -0.517142143425 -0.451202089209
1.91 -0.514726835746 -0.449195125686
1.92 -0.512180298034 -0.447123702103
1.93 -0.509516878675 -0.444991353387
1.94 -0.50674824349 -0.442800457028
1.95 -0.503883800572 -0.440552829291
1.957 -0.501826042003 -0.43894648876
1.96 -0.500931581628 -0.438249868146
1.97 -0.497898348072 -0.435892851662
1.98 -0.494789924111 -0.433483016178
1.99 -0.491611381884 -0.43102154385
2.0 -0.488367231009 -0.428509641963
2.01 -0.485061512678 -0.425948614248
2.02 -0.481697900856 -0.423339837703
2.03 -0.478279774663 -0.420684658047
2.04 -0.4748102799 -0.418003727446
2.05 -0.47129233339 -0.415259743843
2.06 -0.467729737289 -0.41247373633
2.07 -0.464123262503 -0.409647363149
2.08 -0.460477185157 -0.406782870733
2.09 -0.456792438309 -0.403880182073
2.1 -0.453072405448 -0.40094159565
2.11 -0.44931892482 -0.397968610762
2.112 -0.448564442056 -0.397369994891
2.12 -0.445534466025 -0.394962722125
2.13 -0.441721207911 -0.391925346599
2.14 -0.437887827343 -0.38884782017
2.15 -0.434023875461 -0.385751431083
2.16 -0.430137279666 -0.382627561118
2.17 -0.426230062964 -0.379477627771
2.18 -0.422303833123 -0.376302564157
2.19 -0.418360532125 -0.373103734474
2.2 -0.41440700486 -0.369861976823
2.21 -0.410433891849 -0.366619222316
2.22 -0.406449078811 -0.363356256463
2.23 -0.402454137234 -0.36007412843
2.24 -0.398450842158 -0.356774133892
2.25 -0.394440882722 -0.353457589985
2.26 -0.390425936777 -0.350125689372
2.27 -0.386407671473 -0.346779840527
2.28 -0.382387745923 -0.343421443657
2.29 -0.378367807412 -0.340051952128
2.3 -0.374349502218 -0.336672881604
2.32 -0.366324341 -0.329892257565
2.34 -0.358325075819 -0.323092291804
2.36 -0.350364297284 -0.31628622658
2.38 -0.342454188708 -0.309487295247
2.4 -0.334606198829 -0.302708420965
2.42 -0.326830913447 -0.295961797106
2.44 -0.319137799946 -0.289258452057
2.46 -0.311534954174 -0.282607996026
2.48 -0.305136485539 -0.277222439144
2.5 -0.297561281258 -0.270466954656
2.52 -0.290080334435 -0.263801918008
2.54 -0.282715302652 -0.257221070901
2.56 -0.275464569623 -0.250722582037
2.58 -0.268314614654 -0.24429255895
2.6 -0.261241582785 -0.237905509974
2.62 -0.254221681945 -0.231535842707
2.64 -0.247243333853 -0.22516856802
2.66 -0.240312088859 -0.21880544606
2.68 -0.233444631135 -0.212459201945
2.7 -0.226659432451 -0.206144630108
2.72 -0.219971018945 -0.199871930537
2.74 -0.21338776449 -0.193645469508
2.76 -0.206913295385 -0.187464501457
2.78 -0.200547769717 -0.181325006991
2.8 -0.194289368416 -0.175221275394
2.82 -0.188135552653 -0.169147908769
2.84 -0.182083166563 -0.163099634251
2.86 -0.176129953289 -0.157073858579
2.88 -0.170274280746 -0.151070339012
2.9 -0.164516832098 0.164516832098
2.92 -0.158857295505 0.158857295505
2.94 -0.153299148827 0.153299148827
2.96 -0.147846793055 -0.147846793055
2.98 -0.1425049373 -0.1425049373
3.0 -0.13727982679 0.13727982679
3.02 -0.132175352352 0.132175352352
3.04 -0.127216932602 0.127216932602
3.06 -0.122382248619 0.122382248619
3.08 -0.117691461361 -0.117691461361
3.1 -0.1131502662 -0.1131502662
3.12 -0.108763447947 0.108763447947
3.14 -0.104534852653 -0.104534852653
3.16 -0.100467120773 0.100467120773
3.18 -0.09656193384 -0.09656193384
3.2 -0.092819909348 -0.092819909348
3.22 -0.089253130646 0.089253130646
3.24 -0.085835792961 0.085835792961
3.26 -0.082578168503 -0.082578168503
3.28 -0.079477618687 0.079477618687
3.3 -0.076530922726 0.076530922726
3.35 -0.069812798183 0.069812798183
3.4 -0.06396387144 0.06396387144
3.45 -0.05891175688 0.05891175688
3.5 -0.054578009792 -0.054578009792
