r y calc
2.98 0.121568891815 -0.121568891815
3.0 0.115843130898 -0.115843130898
3.02 0.110236174098 -0.110236174098
3.04 0.104692131729 -0.104692131729
3.06 0.099279869024 -0.099279869024
3.08 0.094000663836 -0.094000663836
3.1 0.08886663872 -0.08886663872
3.12 0.083888422144 -0.083888422144
3.14 0.079074357477 -0.079074357477
3.16 0.074431479592 -0.074431479592
3.18 0.069964783404 -0.069964783404
3.2 0.065677535028 -0.065677535028
3.22 0.061597244424 -0.061597244424
3.24 0.057670776846 -0.057670776846
3.26 0.053925020902 -0.053925020902
3.28 0.05035801629 -0.05035801629
3.3 0.046966870312 -0.046966870312
3.35 0.039232365429 -0.039232365429
3.4 0.032504080618 -0.032504080618
3.45 0.026696371962 -0.026696371962
3.5 0.021720298173 -0.021720298173
